,duration,energy,power,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,Time:8,iDifference,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgVal2,avgVal3,avgBand1,avgBand2,avgBand3,fmean1,fmean2,fmean3,f2meanf1,f3meanf1,f1STD,f2STD,f3STD,f2STDf1,f2STDf2,jitter,shimmer,jitterRap,meanPeriod,percentUnvoiced,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,AvgTotRis:3,AvgTotFall:3,numRising,numFall,loudness,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
pp48,34.89773749999999,0.005418219864872905,0.00014108474162881563,75.57358039967193,351.4240110458769,121.93235650508913,49.110481294122366,185.9096424241809,106.95555746852025,2.7787498579287115,34.871993751999995,50.76384459770732,275.8504306462049,229.49165454078775,244.4684535773566,35.74160970827787,66.04687784193766,51.64459550862845,6.212642182676099,46.18132326113821,30.305268133659787,14.402282333309211,19.865554580799447,674.2381792730297,1824.1425626338619,0.0,597.6800960362771,662.0347250914809,0.0,674.2381792730291,1824.1425626338628,2857.5557998193894,2.7079832086838054,4.241612730564614,363.3720322918494,371.9106841409011,433.49401704997956,1.0253884742839114,1.1945707700595976,0.032934000000000005,0.20766,0.017534,0.0084480146,0.625704,74.8,0.646806,0.0015659510276988934,25.4,3.8307666666666655,0.736,19.208399999999997,77.8,230.544,228.315,28.3938,24.823200000000003,43.2,1925.8198783761786,,0.0,3.0,3.0,0.8,0.6,0.2,0.6,1.2,0.4,0.8,0.2,0.8,1.0,1.0,1.0,0.8,0.8,68.0
pp49,93.73128333333332,0.05077389951051251,0.0005137253042571718,73.27509850548608,375.2988321238312,117.99901428397047,27.633427750380143,144.4491869033256,111.19680765993562,0.9247077566944233,93.70501666800001,89.22291087171018,302.0237336183451,257.2998178398607,264.1020244638955,35.17716745471282,76.3309865437136,61.00001714225833,9.970880546144986,54.835128826432914,41.153819089000784,15.330969401455272,21.4958577172807,650.4893782012999,1810.4232250753698,0.0,451.28846219600865,593.5235338059886,0.0,650.4893782012994,1810.4232250753707,2832.207165582579,2.7855837622712762,4.357910375944664,343.5337893145447,397.2056743579218,428.50780376003814,1.157110493326151,1.248126449596273,0.015562000000000001,0.156478,0.007888000000000001,0.008510204200000001,0.438666,174.6,0.4442480000000001,0.00022124827155674205,78.4,3.1850666666666676,0.7258000000000001,56.2014,182.6,237.0776,251.2404,21.6644,18.4966,118.2,6468.520473835148,,0.0,6.0,6.0,1.0,1.2,0.8,0.4,1.4,0.8,0.6,0.8,0.8,1.2,1.2,1.2,1.2,1.2,92.0
pp50,51.6872375,0.0042538991914771035,7.994262971428453e-05,72.28179651349953,336.5686280012036,100.77536876569323,34.58524862845301,188.5468788510214,92.0671644374042,1.4730461989680361,51.66049375,48.04574766388339,264.28683148770403,235.79325923551036,244.50146356379938,35.16675352547521,66.58686781883938,52.80509195296039,6.444815002530372,48.93799662495199,31.420114293364172,13.781775865878993,17.64887119388738,651.1470503017142,1792.9790711924645,0.0,461.76418677609234,530.7258426844053,0.0,651.147050301715,1792.9790711924638,2881.964200608514,2.7577030717650404,4.431602062907592,313.73355611083485,395.0466645434664,411.0766191209949,1.2650990783381135,1.3160015069467867,0.028206,0.191182,0.015307999999999999,0.0099529174,0.508624,149.4,0.5741879999999999,0.0005240872517714568,52.8,2.4213333333333344,0.5186,26.8416,153.6,223.28000000000003,245.52119999999996,24.2136,21.9968,90.0,6377.27511099569,,0.0,6.0,6.0,1.0,1.2,1.0,0.8,1.4,1.0,1.2,1.0,1.0,1.4,1.4,1.2,1.2,1.2,104.0
pp52,66.36743333333334,0.0030084099847086086,4.314946996122619e-05,73.79951027790432,361.32538507302513,104.66266326783341,24.546804288426717,110.39544282382876,97.5744785710207,1.4426501573557922,66.341216664,35.79351989950983,287.52587479512084,256.66272180519184,263.75090650200457,35.19544861420866,63.229193901712335,50.240517152683765,5.905245366170204,46.065672389658786,28.033745287503677,12.98867674902857,17.163521512053542,688.5856400742871,1816.9085278979553,0.0,576.7794862228842,645.3480620953017,0.0,688.5856400742864,1816.9085278979564,2895.009009243343,2.639575137661513,4.206686747158804,369.03604961688245,434.41920974476096,476.3493501604109,1.1793159527279324,1.2920350431410172,0.019628,0.18353999999999998,0.01042,0.009586410399999998,0.53556,151.8,0.56267,0.0004021856047296408,55.6,3.226716666666667,0.6440000000000001,35.0424,153.0,245.25460000000004,248.5854,14.129399999999999,13.0512,90.6,5658.04962678676,,0.0,3.0,3.0,0.4,0.8,0.6,0.6,0.4,0.8,0.8,0.4,0.6,1.2,1.0,1.0,0.8,0.6,67.0
pp53,56.63706666666667,0.006471751928129622,0.0001119329146528792,69.15006027474945,350.3128378061004,157.49775824392825,41.36610194823644,310.17763846361305,148.53837629580292,0.8999008271811849,56.611033334,61.49434219036142,281.1627775313509,192.81507956217212,201.7744615102974,35.072872119223796,69.00604425608184,54.42966920955179,5.936931761243541,51.672384075319584,33.93317213685803,14.576375046530043,17.333660180762244,575.314443754983,1765.0995902107807,0.0,379.2965982100321,526.1844934866592,0.0,575.3144437549829,1765.0995902107811,2805.005731912575,3.0716657475933036,4.881961195538198,308.11736604065345,368.2627405570526,375.63891400584055,1.1965630916830405,1.2228505696553125,0.025508000000000003,0.185756,0.013452,0.006356730600000001,0.384772,179.2,0.4463280000000001,0.00035964804475541916,51.8,1.806933333333334,0.5069999999999999,26.143,193.4,246.397,213.5718,26.617600000000003,21.992800000000003,109.8,8375.754868690508,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.2,1.2,1.2,1.2,1.0,1.2,1.4,1.2,1.2,1.2,101.0
pp55,35.72445833333333,0.00164566041091651,4.519920701637745e-05,69.66229006152233,333.01537233577756,176.420674166713,28.83809852737254,165.84421995364272,171.81936941936556,1.042369140430655,35.698479168,7.717996792118896,263.35308227425514,156.59469816906451,161.19600291641194,34.56636486328499,64.23339980016972,50.38635715843888,5.923982215890819,46.663115669121325,29.66703493688471,13.847042641730827,17.570284131048375,688.8660916942247,1860.8223641985314,0.0,461.00038867794746,654.9224924442154,0.0,688.8660916942246,1860.822364198531,2909.5431011531728,2.704684697277364,4.230734610241724,285.4562263199934,376.4078300976027,378.93940871427503,1.3235622960400222,1.3310107685581778,0.017686,0.182464,0.009456,0.0056576068,0.458526,75.6,0.42757199999999995,0.0006140072407464319,26.2,2.708266666666666,0.6836,18.254399999999997,79.6,169.32519999999997,154.33960000000002,17.1584,10.237,51.0,2872.3357792226207,,0.0,6.0,6.0,1.4,1.2,1.0,0.8,1.2,1.4,1.2,1.2,1.2,1.4,1.2,1.2,1.2,1.2,109.0
pp56,42.62885416666667,0.0013246006771048997,2.9535841791775972e-05,74.89978726854949,330.87593698852834,200.82141942491086,46.68994750431301,251.52314717270275,206.66157479374942,1.3454607469860775,42.601927081999996,58.94361717885179,255.97614971997882,130.05451756361748,124.21436219477891,34.336463450138645,61.41502057122509,48.466309589036676,5.467551183091997,44.81067768520875,27.07855712108644,12.94871098218841,16.604342886016337,678.4632643916732,1884.2384025329739,0.0,543.9961975328035,636.3976683363195,0.0,678.4632643916736,1884.238402532975,2956.0093185410497,2.780201877118703,4.360857705157093,377.24987188614904,363.76022121950854,387.6330534499565,0.9654021932490414,1.0279864946761184,0.026276,0.18643800000000002,0.014580000000000001,0.0049749241999999996,0.50926,99.2,0.502804,0.0006848557318546121,39.2,2.363733333333335,0.5645999999999999,21.3566,101.6,166.6658,178.945,27.175600000000003,24.0644,60.0,1973.6636967225465,,0.0,4.0,3.0,0.8,0.8,0.6,0.6,0.8,0.8,1.2,0.8,1.2,1.2,1.0,1.2,1.2,0.8,84.0
pp57,46.89930833333334,0.00875913222276334,0.0001775774435108797,71.9476744691781,324.25742810554476,192.1443656385746,36.036227563293,288.24801988634175,186.90792397316005,0.4511106319640886,46.873404168,53.60337663210099,252.30975363636662,132.11306246697012,137.3495041323847,34.84785163068983,69.23469704910319,56.35143498131638,6.77075332388638,52.7231951999261,34.38684541841337,12.883262067786816,16.511501849177108,629.1315492730288,1855.8830565054159,0.0,366.4993587844372,640.7481046644283,0.0,629.1315492730279,1855.8830565054152,2989.602224934475,2.9536828845000893,4.75927810965185,278.71211194662,375.8745787922109,359.887863455873,1.3605312552287425,1.3030462890018375,0.023168,0.165026,0.012225999999999999,0.0052003833999999995,0.2653,112.2,0.284722,0.00034247941295379423,43.4,1.7407999999999997,0.5524,23.880600000000005,128.0,151.8562,145.06199999999998,22.31,14.663,82.0,4617.562139933732,,0.0,7.0,7.0,1.4,1.4,1.2,0.8,1.2,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.2,120.0
pp58,38.689366666666665,0.0018647166453282505,4.3200115231182574e-05,78.52190639203907,348.31128142523494,199.60866360682172,44.81667624854431,315.6183556171509,207.67223013349926,1.08217914307012,38.663433334000004,145.01982411954572,269.78937503319577,148.70261781841316,140.6390512917356,34.57996685289942,64.11759369112465,50.052741326885936,5.884527526221236,46.01882637550276,29.537626838225243,14.064852364238723,18.0987673156219,713.1431844274866,1942.356840013984,0.0,587.9118763293725,718.7335140498179,0.0,713.1431844274864,1942.3568400139854,3002.4709714244495,2.726845441829161,4.215334383666951,370.0080655805481,372.9134258434809,417.18001920029235,1.0083091710336,1.1277896765108844,0.03109,0.17473,0.016974,0.0050184292000000005,0.4609520000000001,88.0,0.43364,0.0007895619950452161,30.2,2.9290666666666674,0.6446,20.137999999999998,96.2,174.81300000000002,173.94379999999998,32.1024,20.3142,65.4,2100.5002887109963,,0.0,6.0,7.0,1.4,1.2,1.0,0.8,1.2,1.4,1.4,1.2,1.2,1.4,1.2,1.4,1.4,1.2,114.0
pp59,47.205820833333334,0.01867582464207662,0.00035875931661298566,84.08544217594873,409.02598586715135,223.91573306943542,45.31925989951973,318.19372877057623,214.58624149620528,0.9198814665947749,47.179785416,94.47445701041337,324.94054369120266,185.110252797716,194.4397443709461,34.878306483087,75.59279912820743,59.062879896350125,8.283841216082283,54.32445790020417,40.71449264512044,16.529919231857317,21.268341228003266,647.9982897983421,1894.620562001941,0.0,372.96868132245,539.566581731496,0.0,647.9982897983429,1894.6205620019414,2899.653875910254,2.9296224459138984,4.482873267543746,305.88454660310674,395.8589456115149,388.21356403399056,1.3083537249753576,1.2757336307657052,0.022194,0.15737800000000002,0.011502,0.004478661399999999,0.40232,107.4,0.41113799999999995,0.0004374588178606972,39.6,2.8981354166666677,0.6564000000000001,25.098399999999998,116.2,230.766,220.9726,30.1316,22.540799999999997,69.8,4665.41324654613,,0.0,5.0,5.0,1.0,1.2,1.2,0.8,1.0,1.2,1.2,1.2,0.8,1.2,1.4,1.2,1.0,1.0,99.0
pp60,81.09829583333334,0.013399074532753245,0.00017987824888811014,72.80591978088827,388.41304985996123,198.37988903949292,40.552126826541986,226.12909541564494,187.2189173084099,0.927609017499529,81.07164791599999,66.2014897896139,315.60713007907293,190.03316082046828,201.19413255155132,35.03999414150255,72.98490632375601,56.05875825053003,7.327656827272245,50.882251791989944,37.94491218225345,16.92614807322596,22.102654531766053,638.4208847689326,1853.6655841248194,0.0,365.3464198160958,553.0011887041461,0.0,638.4208847689326,1853.665584124823,2916.5496037133407,2.90538944269239,4.571083883636013,265.7667239717584,361.5657433325024,324.7670491524676,1.3683521002816357,1.2260527673577937,0.019576,0.17396999999999999,0.010374,0.0050594130000000005,0.411836,191.8,0.432446,0.0003094161065393699,75.6,3.6202666666666667,0.6868000000000001,48.88799999999999,203.0,200.2344,243.575,21.7644,17.6538,127.4,7579.870135138286,,0.0,6.0,7.0,1.4,1.2,1.2,0.8,0.4,1.4,1.2,1.2,1.2,1.2,1.2,1.2,1.4,1.2,107.0
pp61,28.623129166666665,0.0009544324014529894,3.011322148484455e-05,75.29000183018098,295.5898515205346,183.52030689957164,33.02800576174387,179.99845616504894,184.34605482173464,1.5823224285461894,28.595939585999997,25.293511590316445,220.2998496903536,112.06954462096289,111.24379669879993,34.44090717692827,63.59542561442138,48.564969076302496,5.3542614311995855,44.08589697241755,29.154518437493106,15.03045653811888,19.509528642003826,712.4780394968891,1951.6629107165813,0.0,601.2975485534309,711.3513600544813,0.0,712.4780394968892,1951.6629107165813,3006.2712967464786,2.744016664202232,4.227126512063128,405.4345796893207,374.19026832954614,412.92534003460753,0.9248378987597183,1.0206942614013523,0.024548000000000004,0.191228,0.013427999999999999,0.005455270199999999,0.5516159999999999,64.0,0.5085620000000001,0.0011027327291047832,24.6,2.011733333333334,0.7288,16.0296,68.4,149.4506,117.6762,23.4698,12.3272,44.2,1674.5096408958373,,0.0,4.0,4.0,0.8,0.6,0.4,0.8,0.6,0.6,1.2,0.8,0.8,1.2,1.0,1.2,0.8,0.8,80.0
pp62,75.45025416666667,0.011502757905963033,0.00015227422261861946,75.5180812793417,394.89168461132965,200.19209806266593,39.60775902480204,223.30482907280907,195.59352234917165,1.1372165291212353,75.42450208199999,74.87875084604075,319.37360333198797,194.69958654866377,199.29816226215803,34.4031514990794,71.43855892133865,55.78136944303966,7.706813683771566,51.2109007624293,37.03540742225926,15.657189478299008,20.227658158909357,710.7806538431973,1850.229144129596,0.0,455.8265200220943,605.5417185064614,0.0,710.7806538431987,1850.2291441295965,2910.974131936714,2.6038420171897854,4.097071650270763,336.42717660002677,399.44759394260905,400.50553002020155,1.1879925247611873,1.1908424331154481,0.019776000000000002,0.15994599999999998,0.010416,0.0049923224000000006,0.45675,173.6,0.49758199999999997,0.0002999004359127811,65.8,2.901072916666666,0.6134000000000001,40.60340000000001,185.2,248.391,223.58,27.522000000000002,16.7202,119.4,6599.415765288531,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,0.6,1.2,1.0,1.2,1.2,1.2,1.2,1.2,1.4,1.4,99.0
pp63,60.680937500000006,0.0018148272717720827,2.8982798368817313e-05,72.06643282633237,389.3029524951873,103.05479927887845,40.821635173277514,200.7391516285395,90.58666052198126,2.1646845908339474,60.654218750000005,51.76465919445868,317.2365196688549,286.2481532163089,298.716291973206,36.29488797904084,63.37223773534313,48.479761142052055,4.5192976602607855,45.15553204442803,27.077349756302294,14.892476593291073,18.2167056909151,691.6054297602695,1825.9714589117805,0.0,590.7247742811145,629.0919323360998,0.0,691.6054297602683,1825.9714589117787,2895.4611638250726,2.643428135510562,4.191374280130036,379.89761035736626,414.88824893933406,419.34628663322167,1.0923106182325577,1.1042460946972708,0.034816,0.191534,0.019566,0.009791267,0.5844500000000001,160.0,0.66383,0.0005782643776127248,58.2,2.6431999999999998,0.5952,34.0806,174.0,297.2826,293.01759999999996,24.563399999999998,23.252000000000002,98.4,6454.387226173742,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,0.8,1.0,1.2,0.8,0.8,1.2,1.2,1.2,1.2,1.0,93.0
pp64,82.78053333333332,0.027798704519846555,0.0003361399948081945,73.4033775164609,402.85663535132863,117.97362051707996,32.038650911221715,231.95883583018986,110.00894437549293,0.7284167505902707,82.75464166399999,86.17414922207846,329.4532578348677,284.8830148342487,292.8476909758357,36.18404075753153,74.22244498261732,59.23881745369014,8.104469316475164,54.14919458182989,38.0384042250858,14.983627528927187,20.073250400787437,637.4018491380572,1816.1039592560733,0.0,487.79839543383076,587.5622160143309,0.0,637.4018491380581,1816.103959256072,2808.9972880685427,2.8505897611837505,4.409639915745473,383.2903658277218,429.75611429640924,471.3283111629638,1.1221669393040048,1.230099410141046,0.02474,0.185944,0.013172000000000003,0.0085202284,0.3679879999999999,232.4,0.4198180000000001,0.00022012889038010704,74.0,2.760372916666667,0.6202,45.955799999999996,237.8,276.48280000000005,286.16040000000004,23.313,21.4774,140.0,9802.327982514265,,0.0,5.0,6.0,1.0,1.2,0.8,0.8,0.4,0.8,0.6,1.2,0.8,1.2,1.4,1.0,1.2,1.2,90.0
pp65,138.77960833333333,0.02037839294091682,0.00014628774086101456,71.74558347098068,396.3915005373416,116.31557745110608,34.188865836678715,181.29683997128768,109.1378068034036,1.2124686902931017,138.753554168,40.71074304813676,324.645917066361,280.07592308623555,287.253693733938,35.70719732375286,68.98763125315682,55.53263744551231,7.307333942854896,52.15023461951081,33.28043392940397,13.45499380764451,16.837396633646005,618.834174771561,1757.4946375700424,0.0,452.1784315469305,589.5304363555987,0.0,618.834174771561,1757.4946375700406,2796.1260508855694,2.840975007689713,4.520260697596781,357.3925411265942,419.99871377232296,450.69377367212473,1.175665357793099,1.2617280914337838,0.021712000000000002,0.17429599999999998,0.011146,0.0086461748,0.459816,351.4,0.5482980000000001,0.00017743082079924992,131.2,2.3908750000000025,0.53,68.5134,362.0,293.98040000000003,273.59079999999994,24.468,20.000999999999998,225.6,13656.29531795755,,0.0,4.0,4.0,0.6,1.0,0.4,0.4,1.0,1.0,0.4,0.4,0.6,1.4,1.4,1.2,1.2,0.6,78.0
pp66,78.92445833333333,0.021287978926467867,0.0002535932759244556,73.89599301238809,395.32338667441945,120.1054550301646,38.62543137732119,311.6022045605106,108.3435390982052,0.6584181672403776,78.89847916599999,72.91889088382634,321.4273936620313,275.2179316442548,286.9798475762143,37.06775152324102,73.7813090943311,57.856257046085204,6.50796736996431,54.451834230845876,36.71355757109009,15.925052048245908,19.329474863485235,589.7506626467306,1732.647170023401,0.0,350.0358160168485,692.5911887995592,0.0,589.7506626467308,1732.647170023402,2856.3412338132707,2.9377749114386553,4.844442460764638,319.30536389710306,453.8334325169294,436.07196632235843,1.4287436371592093,1.3725784152626486,0.026832,0.18997800000000004,0.014264000000000002,0.008385067399999998,0.322396,257.8,0.39526199999999995,0.00023200390111981036,72.2,2.2485333333333357,0.5628,40.0094,275.8,295.1812,287.5382,28.375200000000007,25.328999999999997,167.8,10820.271654751978,,0.0,6.0,6.0,1.2,1.4,1.0,0.8,0.8,1.0,1.2,1.2,1.2,1.2,1.2,1.4,1.2,1.2,105.0
pp67,99.98385833333333,0.018249371620612992,0.0001878914913434521,74.3310597485417,376.75776986311945,132.32881965869714,36.42179433465351,148.03386791708334,122.1658023669283,2.5505362607687143,99.956929166,57.897613538397785,302.4267101145777,244.42895020442228,254.5919674961912,34.534083668093395,78.39691286345843,56.635357713225986,7.846293639876377,51.1210969155573,43.862829195365016,21.76155515023242,27.275815947901112,613.1325285012451,1779.3802022107934,0.0,418.33992929960624,564.0209896732913,0.0,613.1325285012464,1779.380202210795,2788.6063830822177,2.9049029882531068,4.552224962382594,326.0292094684091,413.1870825608553,417.45904884097416,1.2681399396192177,1.2811938609283051,0.021348,0.17377800000000002,0.01137,0.0076023042,0.5811,227.8,0.625606,0.0003810876657006085,83.0,3.8314666666666675,0.7634000000000001,61.288,242.0,244.1654,243.1936,21.0772,16.440599999999996,136.8,10539.330380169733,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.8,1.2,0.6,1.2,0.6,1.2,1.2,1.0,1.2,1.4,98.0
pp69,57.82218333333333,0.0032137845512013883,5.537128699826151e-05,70.8441671168649,396.9751338355653,101.22105880018283,50.43988975670427,236.81229179855387,84.0225534806826,1.9378293113586345,57.795466666,19.407338833620297,326.13096671870045,295.7540750353825,312.9525803548828,36.02261197345989,65.75965812525958,51.404663951435644,5.677616058342363,47.71726349983851,29.7370461517997,14.354994173823926,18.042394625421085,685.2257529883212,1823.1991181714625,0.0,546.69930427659,579.2768745602101,0.0,685.2257529883208,1823.1991181714627,2810.1716537579387,2.6640288120854416,4.106433350251104,393.58640200877215,372.33326442188525,469.24085516733413,0.9459803271017154,1.1922428263851423,0.03267,0.19249,0.017286000000000003,0.0099976632,0.552656,155.4,0.656746,0.000514377407209062,46.6,2.4512000000000014,0.6824,31.542399999999997,167.8,301.4276,298.54519999999997,31.6866,30.949599999999997,90.0,7791.825977448959,,0.0,3.0,3.0,0.6,0.8,0.4,0.6,1.0,0.6,1.2,0.4,1.0,1.4,1.2,0.8,1.0,0.4,69.0
pp70,36.09433333333333,0.006472177789465058,0.00016809595836808012,80.73076191186199,354.75006184846615,232.43790130699094,33.82913800499834,264.37680444137385,230.32220736489313,0.3626567736535543,36.068416668,60.75582492893686,274.0192999366042,122.31216054147527,124.42785448357309,34.578260326914425,69.44414375498923,56.04113101894389,7.518473084633828,53.008419593046675,34.8658834280748,13.40301273604535,16.435724161942556,621.9801121248435,1905.294903787885,0.0,380.85975626066653,612.9596310338,0.0,621.9801121248431,1905.2949037878839,2827.1618224297235,3.065120697935138,4.547836813299083,300.8237789620749,367.25036082566174,343.0275050336637,1.223124837074351,1.142319230839459,0.020306,0.14849800000000002,0.010868,0.0043026466,0.240178,56.4,0.22568200000000002,0.0004401459840976522,31.6,1.748618749999998,0.5144,16.157400000000003,57.0,164.77039999999997,158.4468,24.3338,19.860000000000003,38.6,1857.4351107070245,,0.0,4.0,5.0,1.0,1.0,0.8,0.8,0.6,1.4,1.2,0.8,1.0,0.8,0.6,1.0,1.2,0.6,83.0
pp71,41.69195416666666,0.003157686344130586,7.926476503390491e-05,74.93861759221507,372.9913115068998,218.71080523958034,40.705932249662546,271.449968255593,216.84953683683284,0.7391675175442988,41.665352080000005,112.60334304178198,298.0526939146847,154.28050626731948,156.14177467006704,34.80565542753436,65.9732553296739,52.7463868701136,6.655844205233736,48.820229235730935,31.16759990213955,13.226868459560325,17.153026093942977,676.9672344027714,1836.773888818964,0.0,512.0752945690259,703.5840612412142,0.0,676.967234402771,1836.7738888189651,2910.5526769660523,2.7149712369083003,4.303164530976946,315.21269139990164,395.40324243494047,357.8230703181622,1.261241975703618,1.1372318559767405,0.024364,0.15114,0.01315,0.0045709418000000005,0.37694400000000006,103.8,0.399952,0.0004530557821736568,36.4,2.229333333333334,0.5962000000000001,20.886,111.6,224.09939999999997,187.75740000000002,30.619799999999998,16.977600000000002,72.6,3913.2366948594513,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,1.0,1.4,1.4,1.2,1.2,1.2,1.2,1.2,1.2,1.2,107.0
pp72,32.21825833333333,0.003947083385713631,0.00010502989581829257,81.77402744737478,346.6174543542099,206.40344448382447,36.09882091863894,264.8707672640233,205.51740815137572,0.4995005356674995,32.191629164000005,65.35894957343018,264.84342690683513,140.21400987038547,141.10004620283414,34.653131763044314,66.66532869787198,53.87944997200624,6.488378182661533,50.517810708773254,32.01219693482766,12.785878725865752,16.147517989098738,656.3317873611431,1810.7899602326804,0.0,420.2278440321719,611.512295973901,0.0,656.3317873611425,1810.7899602326797,2822.72055325199,2.762250832806761,4.305705295637869,296.4491074517024,367.408843537823,403.94309310775924,1.2514170580205737,1.3691045255166068,0.020777999999999998,0.165702,0.011224000000000001,0.004846004400000001,0.301242,76.6,0.295922,0.0006069382711543249,32.2,1.7301333333333346,0.48500000000000004,15.929599999999999,78.8,164.94660000000005,132.66580000000002,28.568400000000004,11.294999999999998,61.6,1736.4106975983864,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,0.4,1.0,1.2,1.0,1.0,1.2,1.2,1.2,1.2,1.0,91.0
pp73,35.200337499999996,0.004248762917887264,0.0001126470368934994,75.01154571080104,377.3265167665444,188.88019646200655,39.471261691227596,234.5043160803967,181.3236384417297,0.6421936677349971,35.173918752000006,64.79335507311,302.31497105574334,188.44632030453786,196.00287832481473,34.99356712818489,67.18465122799908,54.12814409234662,6.5150531657786575,50.96695690387931,32.19108409981419,13.056507135652462,16.21769432411977,666.3221941913196,1784.7342394377397,0.0,384.05667477136416,514.7799789333525,0.0,666.32219419132,1784.734239437741,2742.7970571474457,2.6800976060742996,4.1173726425670765,273.2715858345531,371.71635286611865,349.0963199731185,1.3609906811006138,1.2782344879112748,0.018824,0.17048999999999997,0.010108,0.0052896024,0.33816000000000007,90.0,0.34661400000000003,0.0004966064122862782,32.6,1.6192,0.47459999999999997,15.8,97.6,145.1642,178.3964,19.593600000000002,15.787200000000002,56.8,4097.767796391383,,0.0,6.0,6.0,1.2,1.2,1.2,1.0,1.4,1.2,1.4,1.2,1.2,1.2,1.2,1.4,1.2,1.2,111.0
pp74,27.39434166666667,0.001836767177960913,6.261407758527941e-05,74.97013337696613,335.72858950117023,184.89289967888175,56.766700917933214,396.0591140104294,179.48699167459722,1.3799834117273264,27.367170834,48.81538580313387,260.7584561242041,150.8356898222885,156.24159782657298,34.52858084839546,65.1629208642502,51.852374805247834,6.434030694108233,48.41487996477955,30.634340015854736,13.310546059002357,16.748040899470638,652.6357285973506,1860.221226335565,0.0,452.82641371048624,625.0477293309577,0.0,652.6357285973497,1860.221226335565,2828.3909537621125,2.853585480042281,4.337242926741746,313.25536542229145,359.6226247037663,376.6937084291089,1.1473454036516952,1.2033723373014147,0.031298000000000006,0.19363199999999997,0.016384,0.0053971408,0.48799200000000004,85.4,0.519272,0.0010945084424814385,25.0,1.2181333333333333,0.4856,12.2818,91.2,205.10299999999998,209.7072,37.855199999999996,33.433,49.2,4213.18603962564,,0.0,4.0,4.0,0.8,0.8,0.8,0.8,1.0,1.2,1.2,0.6,0.8,1.0,1.0,1.0,0.8,0.6,82.0
pp76,35.675537500000004,0.0030893513787110956,8.221959764099275e-05,75.10333339034253,340.030257158607,160.01175798713882,41.79856464464649,264.19484397492954,146.98208162995712,1.2125285568179591,35.64901875,56.45947372987219,264.9269237682645,180.01849917146816,193.0481755286499,34.23527356786716,67.40588777965425,52.85066417972994,6.727679776671392,48.936621357772744,33.17061421178711,14.555223599924329,18.469266421881528,650.4004465488312,1875.179275564286,0.0,482.80096717726644,637.5329595245742,0.0,650.4004465488306,1875.179275564286,2937.6359776062855,2.8885691365472366,4.528302359209034,327.41175611688243,378.40187322613065,392.68603454776587,1.1596880077160816,1.2021600163996733,0.024676,0.188362,0.013489999999999999,0.0062660938,0.480194,96.2,0.46673,0.0008704405359006637,35.8,1.3077333333333343,0.45439999999999997,15.752600000000001,101.2,201.49179999999998,201.33059999999998,30.412,21.918,62.0,3935.443814804586,,0.0,7.0,7.0,1.4,1.4,1.2,0.8,1.4,1.4,1.4,1.2,1.2,1.2,1.4,1.2,1.4,1.4,118.0
pp77,51.56205833333333,0.01256260825387047,0.00022704966507175304,87.40002701828087,367.432022374638,218.64269251493906,38.7221774895751,250.99218475049784,218.105046468183,0.9129186660408563,51.536029166000006,46.46305914280128,280.031995356357,148.78932985969882,149.32697590645483,35.16233274759959,73.05736884146951,57.490042267853674,8.138126129867512,52.82703704267624,37.895036093869905,15.567326573615833,20.230331798793262,689.5885247294166,1843.0497389798925,0.0,381.70884960386394,548.9718278593647,0.0,689.5885247294166,1843.0497389798923,2890.604046906929,2.6747025427536926,4.194383767081706,270.77307308343495,372.3449761724733,345.1897490244015,1.3853167609588883,1.283009859829327,0.019114,0.15988799999999997,0.010288,0.0045710974,0.419942,111.6,0.40168400000000004,0.00047719813502665204,47.0,3.338666666666667,0.5758,26.801799999999997,117.0,184.6756,185.7626,29.0742,20.4696,71.6,4563.196280564727,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,0.6,1.2,1.2,1.0,0.8,1.2,1.2,1.2,1.0,1.2,93.0
